ID	Notes	Scaffold	sgRNA1_ID	Gene1	sgRNA2_ID	Gene2	Gene_Pair	PILOT_100X_D14_R1	PILOT_100X_D14_R2	PILOT_100X_D14_R3	PILOT_100X_D3	PILOT_500X_D14_R1	PILOT_500X_D14_R2	PILOT_500X_D14_R3	PILOT_500X_D3	PILOT_PCR500X_D14_R1	PILOT_PCR500X_D14_R2	PILOT_PCR500X_D14_R3	PILOT_PCR500X_D3	PILOT_Plasmid
DG0000176	GIpairs	Wildtype	1058273241	CYLC2	914758316	MCL1	CYLC2~MCL1	96	86	68	85	125	141	130	89	78	88	80	53	95
DG0000177	GIpairs	Wildtype	979584041	ADAD1	914758331	MCL1	ADAD1~MCL1	140	186	181	119	249	208	269	117	158	207	180	81	155
DG0000178	GIpairs	Wildtype	979584041	ADAD1	914758312	MCL1	ADAD1~MCL1	58	47	48	15	84	61	59	48	98	48	23	41	150
DG0000179	GIpairs	Wildtype	979584041	ADAD1	914758358	MCL1	ADAD1~MCL1	51	86	49	64	93	74	103	60	70	30	61	40	96
DG0000180	GIpairs	Wildtype	979584041	ADAD1	914758316	MCL1	ADAD1~MCL1	27	57	76	41	87	83	118	57	86	106	95	60	64
DG0000181	GIpairs	Wildtype	1058273326	CYLC2	914758331	MCL1	CYLC2~MCL1	221	291	256	140	343	214	336	173	208	189	279	157	231
DG0000182	GIpairs	Wildtype	1058273326	CYLC2	914758312	MCL1	CYLC2~MCL1	31	30	58	41	80	67	79	34	46	49	77	43	146
DG0000183	GIpairs	Wildtype	1058273326	CYLC2	914758358	MCL1	CYLC2~MCL1	104	86	48	42	147	80	98	66	86	100	141	86	105
DG0000184	GIpairs	Wildtype	1058273326	CYLC2	914758316	MCL1	CYLC2~MCL1	86	146	115	52	154	144	181	74	58	94	137	91	111
DG0000185	GIpairs	Wildtype	1167699476	KLK12	914758331	MCL1	KLK12~MCL1	119	238	183	88	249	217	263	121	132	213	240	135	177
DG0000186	GIpairs	Wildtype	1167699476	KLK12	914758312	MCL1	KLK12~MCL1	29	74	61	21	82	41	94	46	19	77	31	27	164
DG0000187	GIpairs	Wildtype	1167699476	KLK12	914758358	MCL1	KLK12~MCL1	83	90	64	60	127	105	115	105	110	89	119	87	115
DG0000188	GIpairs	Wildtype	1167699476	KLK12	914758316	MCL1	KLK12~MCL1	96	108	107	59	134	117	149	82	103	125	63	42	81
DG0000189	GIpairs	Wildtype	979582957	ADAD1	914758331	MCL1	ADAD1~MCL1	240	209	275	139	376	309	404	211	236	336	325	221	255
DG0000190	GIpairs	Wildtype	979582957	ADAD1	914758312	MCL1	ADAD1~MCL1	70	90	121	73	114	80	110	72	73	107	130	83	202
DG0000191	GIpairs	Wildtype	979582957	ADAD1	914758358	MCL1	ADAD1~MCL1	86	106	118	78	172	131	161	134	181	149	123	98	118
DG0000192	GIpairs	Wildtype	979582957	ADAD1	914758316	MCL1	ADAD1~MCL1	121	181	116	63	131	140	133	88	111	70	66	56	87
DG0000193	GIpairs	Wildtype	1033379492	BRAF	1129326067	CSK	BRAF~CSK	48	89	89	86	122	114	148	151	96	165	135	72	218
DG0000194	GIpairs	Wildtype	1033379492	BRAF	1129325727	CSK	BRAF~CSK	36	17	79	38	63	24	47	35	67	37	56	60	81
DG0000195	GIpairs	Wildtype	1033379492	BRAF	1129326032	CSK	BRAF~CSK	18	53	44	40	74	26	49	67	26	32	5	45	181
DG0000196	GIpairs	Wildtype	1033379492	BRAF	1129326068	CSK	BRAF~CSK	41	56	79	51	61	75	100	74	18	77	35	77	128
DG0000197	GIpairs	Wildtype	1033379562	BRAF	1129326067	CSK	BRAF~CSK	60	106	142	75	181	133	177	104	114	110	157	111	149
DG0000198	GIpairs	Wildtype	1033379562	BRAF	1129325727	CSK	BRAF~CSK	93	62	73	53	129	76	80	55	46	87	71	49	108
DG0000199	GIpairs	Wildtype	1033379562	BRAF	1129326032	CSK	BRAF~CSK	87	25	46	28	69	35	59	42	37	46	90	40	140
DG0000200	GIpairs	Wildtype	1033379562	BRAF	1129326068	CSK	BRAF~CSK	113	140	134	62	110	123	130	83	117	99	60	76	97
DG0000201	GIpairs	Wildtype	1033379490	BRAF	1129326067	CSK	BRAF~CSK	69	83	98	85	119	52	96	95	44	86	106	101	132
DG0000202	GIpairs	Wildtype	1033379490	BRAF	1129325727	CSK	BRAF~CSK	33	44	68	35	61	50	76	68	22	36	49	43	114
DG0000203	GIpairs	Wildtype	1033379490	BRAF	1129326032	CSK	BRAF~CSK	13	30	37	23	23	43	49	58	32	39	16	39	134
DG0000204	GIpairs	Wildtype	1033379490	BRAF	1129326068	CSK	BRAF~CSK	40	78	97	43	63	102	119	78	38	69	65	71	111
DG0000205	GIpairs	Wildtype	1033390638	BRAF	1129326067	CSK	BRAF~CSK	90	38	56	80	73	67	79	126	36	53	91	98	176
DG0000206	GIpairs	Wildtype	1033390638	BRAF	1129325727	CSK	BRAF~CSK	53	35	53	80	74	37	94	102	34	93	90	95	219
DG0000207	GIpairs	Wildtype	1033390638	BRAF	1129326032	CSK	BRAF~CSK	15	16	52	40	63	37	63	113	27	83	30	67	234
DG0000208	GIpairs	Wildtype	1033390638	BRAF	1129326068	CSK	BRAF~CSK	88	52	60	68	64	72	84	113	92	78	58	118	153
DG0000209	GIpairs	Wildtype	1033379492	BRAF	1167699490	KLK12	BRAF~KLK12	10	13	38	29	42	18	43	47	22	23	20	20	25
DG0000210	GIpairs	Wildtype	1033379492	BRAF	1058273241	CYLC2	BRAF~CYLC2	71	80	87	72	111	88	73	137	97	103	89	98	135
DG0000211	GIpairs	Wildtype	1033379492	BRAF	979584041	ADAD1	BRAF~ADAD1	9	33	42	35	74	45	52	87	43	66	41	51	97
DG0000212	GIpairs	Wildtype	1033379492	BRAF	1058273326	CYLC2	BRAF~CYLC2	53	26	54	40	92	47	64	63	46	30	31	43	61
DG0000213	GIpairs	Wildtype	1033379492	BRAF	1167699476	KLK12	BRAF~KLK12	77	63	57	72	95	98	73	92	38	41	36	92	123
DG0000214	GIpairs	Wildtype	1033379492	BRAF	979582957	ADAD1	BRAF~ADAD1	60	58	142	66	87	80	89	114	62	72	85	92	163
DG0000215	GIpairs	Wildtype	1033379562	BRAF	1167699490	KLK12	BRAF~KLK12	120	181	165	115	214	197	262	191	118	234	270	140	195
DG0000216	GIpairs	Wildtype	1033379562	BRAF	1058273241	CYLC2	BRAF~CYLC2	120	82	149	71	161	112	179	130	92	110	216	103	139
DG0000217	GIpairs	Wildtype	1033379562	BRAF	979584041	ADAD1	BRAF~ADAD1	136	104	66	62	148	93	169	109	91	137	181	69	129
DG0000218	GIpairs	Wildtype	1033379562	BRAF	1058273326	CYLC2	BRAF~CYLC2	61	60	52	50	56	47	75	62	44	65	61	31	63
DG0000219	GIpairs	Wildtype	1033379562	BRAF	1167699476	KLK12	BRAF~KLK12	88	77	144	78	124	133	146	136	104	126	148	66	135
DG0000220	GIpairs	Wildtype	1033379562	BRAF	979582957	ADAD1	BRAF~ADAD1	145	86	155	68	156	130	133	94	102	117	108	81	145
DG0000221	GIpairs	Wildtype	1033379490	BRAF	1167699490	KLK12	BRAF~KLK12	102	54	127	72	108	93	173	134	35	147	131	149	168
DG0000222	GIpairs	Wildtype	1033379490	BRAF	1058273241	CYLC2	BRAF~CYLC2	89	55	103	98	146	97	180	146	62	131	193	114	143
DG0000223	GIpairs	Wildtype	1033379490	BRAF	979584041	ADAD1	BRAF~ADAD1	56	45	67	50	93	63	63	88	62	73	63	57	91
DG0000224	GIpairs	Wildtype	1033379490	BRAF	1058273326	CYLC2	BRAF~CYLC2	27	36	38	32	65	38	88	38	39	38	48	45	73
DG0000225	GIpairs	Wildtype	1033379490	BRAF	1167699476	KLK12	BRAF~KLK12	67	59	70	135	140	128	165	224	103	157	110	139	215
DG0000226	GIpairs	Wildtype	1033379490	BRAF	979582957	ADAD1	BRAF~ADAD1	35	45	44	60	106	89	93	128	79	134	88	128	179
DG0000227	GIpairs	Wildtype	1033390638	BRAF	1167699490	KLK12	BRAF~KLK12	38	57	72	126	86	47	81	156	63	55	101	128	170
DG0000228	GIpairs	Wildtype	1033390638	BRAF	1058273241	CYLC2	BRAF~CYLC2	92	86	66	136	121	58	87	174	98	77	89	186	196
DG0000229	GIpairs	Wildtype	1033390638	BRAF	979584041	ADAD1	BRAF~ADAD1	30	27	35	78	81	35	43	113	58	70	68	58	145
DG0000230	GIpairs	Wildtype	1033390638	BRAF	1058273326	CYLC2	BRAF~CYLC2	0	13	17	9	7	10	3	11	2	5	3	8	17
DG0000231	GIpairs	Wildtype	1033390638	BRAF	1167699476	KLK12	BRAF~KLK12	57	62	31	79	73	58	51	139	36	44	23	90	145
DG0000232	GIpairs	Wildtype	1033390638	BRAF	979582957	ADAD1	BRAF~ADAD1	82	74	89	99	86	47	109	152	50	47	68	135	244
DG0000233	GIpairs	Wildtype	1167699490	KLK12	1129326067	CSK	KLK12~CSK	80	96	139	81	186	148	261	157	89	164	243	79	161
DG0000234	GIpairs	Wildtype	1167699490	KLK12	1129325727	CSK	KLK12~CSK	187	124	106	95	163	163	162	96	77	222	215	79	194
DG0000235	GIpairs	Wildtype	1167699490	KLK12	1129326032	CSK	KLK12~CSK	46	72	69	64	95	74	87	75	62	118	62	45	137
DG0000236	GIpairs	Wildtype	1167699490	KLK12	1129326068	CSK	KLK12~CSK	128	111	121	80	156	153	166	100	126	91	120	150	113
DG0000237	GIpairs	Wildtype	1058273241	CYLC2	1129326067	CSK	CYLC2~CSK	283	214	171	151	276	244	299	224	188	264	284	168	251
DG0000238	GIpairs	Wildtype	1058273241	CYLC2	1129325727	CSK	CYLC2~CSK	143	102	177	92	174	141	184	123	121	162	190	135	250
DG0000239	GIpairs	Wildtype	1058273241	CYLC2	1129326032	CSK	CYLC2~CSK	31	66	126	59	93	63	120	82	53	103	97	112	187
DG0000240	GIpairs	Wildtype	1058273241	CYLC2	1129326068	CSK	CYLC2~CSK	111	177	144	115	205	209	246	134	94	203	226	167	153
DG0000241	GIpairs	Wildtype	979584041	ADAD1	1129326067	CSK	ADAD1~CSK	128	144	132	66	125	113	162	94	155	163	126	73	96
DG0000242	GIpairs	Wildtype	979584041	ADAD1	1129325727	CSK	ADAD1~CSK	64	73	71	38	137	57	93	57	81	127	69	55	102
DG0000243	GIpairs	Wildtype	979584041	ADAD1	1129326032	CSK	ADAD1~CSK	88	59	73	36	103	85	73	53	76	119	68	48	122
DG0000244	GIpairs	Wildtype	979584041	ADAD1	1129326068	CSK	ADAD1~CSK	146	112	187	40	202	155	244	108	110	203	121	82	133
DG0000245	GIpairs	Wildtype	1058273326	CYLC2	1129326067	CSK	CYLC2~CSK	127	140	153	73	221	176	204	91	194	175	140	70	142
DG0000246	GIpairs	Wildtype	1058273326	CYLC2	1129325727	CSK	CYLC2~CSK	114	56	93	43	148	71	138	69	134	172	93	62	128
DG0000247	GIpairs	Wildtype	1058273326	CYLC2	1129326032	CSK	CYLC2~CSK	70	67	69	76	131	108	113	77	80	102	80	46	148
DG0000248	GIpairs	Wildtype	1058273326	CYLC2	1129326068	CSK	CYLC2~CSK	131	188	263	99	275	269	339	142	205	211	251	121	204
DG0000249	GIpairs	Wildtype	1167699476	KLK12	1129326067	CSK	KLK12~CSK	144	153	183	90	240	159	219	157	138	237	151	107	186
DG0000250	GIpairs	Wildtype	1167699476	KLK12	1129325727	CSK	KLK12~CSK	128	81	103	28	112	109	130	60	122	137	141	76	134
DG0000251	GIpairs	Wildtype	1167699476	KLK12	1129326032	CSK	KLK12~CSK	92	75	173	66	146	136	158	108	105	153	159	93	260
DG0000252	GIpairs	Wildtype	1167699476	KLK12	1129326068	CSK	KLK12~CSK	217	220	280	122	283	306	329	210	213	291	237	115	215
DG0000253	GIpairs	Wildtype	979582957	ADAD1	1129326067	CSK	ADAD1~CSK	153	184	168	107	253	190	215	164	137	226	281	131	179
DG0000254	GIpairs	Wildtype	979582957	ADAD1	1129325727	CSK	ADAD1~CSK	205	190	198	113	336	203	253	173	226	282	240	120	225
DG0000255	GIpairs	Wildtype	979582957	ADAD1	1129326032	CSK	ADAD1~CSK	148	153	175	62	156	145	155	104	112	162	182	81	195
DG0000256	GIpairs	Wildtype	979582957	ADAD1	1129326068	CSK	ADAD1~CSK	191	180	205	92	196	215	284	145	244	213	171	81	151
DG0000257	GIpairs	Wildtype	1033379492	BRAF	1171954487	DEFB123	BRAF~DEFB123	12	36	36	37	62	34	51	65	48	49	37	77	90
DG0000258	GIpairs	Wildtype	1033379492	BRAF	1171954485	DEFB123	BRAF~DEFB123	28	37	43	73	73	35	79	68	51	31	24	53	113
DG0000259	GIpairs	Wildtype	1033379492	BRAF	1171954488	DEFB123	BRAF~DEFB123	50	50	29	70	62	42	64	86	51	59	31	102	141
DG0000260	GIpairs	Wildtype	1033379492	BRAF	1171953338	DEFB123	BRAF~DEFB123	49	32	67	67	79	58	90	68	73	65	29	50	134
DG0000261	GIpairs	Wildtype	1033379562	BRAF	1171954487	DEFB123	BRAF~DEFB123	82	97	70	72	118	121	147	98	120	114	106	48	143
DG0000262	GIpairs	Wildtype	1033379562	BRAF	1171954485	DEFB123	BRAF~DEFB123	61	57	67	37	85	58	99	48	122	105	81	63	78
DG0000263	GIpairs	Wildtype	1033379562	BRAF	1171954488	DEFB123	BRAF~DEFB123	73	72	93	51	114	42	85	64	92	45	118	50	131
DG0000264	GIpairs	Wildtype	1033379562	BRAF	1171953338	DEFB123	BRAF~DEFB123	44	52	137	34	98	77	122	66	60	97	52	45	111
DG0000265	GIpairs	Wildtype	1033379490	BRAF	1171954487	DEFB123	BRAF~DEFB123	47	68	41	64	68	48	78	45	44	58	46	54	96
DG0000266	GIpairs	Wildtype	1033379490	BRAF	1171954485	DEFB123	BRAF~DEFB123	55	54	65	50	71	39	55	52	14	42	58	65	71
DG0000267	GIpairs	Wildtype	1033379490	BRAF	1171954488	DEFB123	BRAF~DEFB123	83	62	59	97	93	66	119	115	36	78	90	110	188
DG0000268	GIpairs	Wildtype	1033379490	BRAF	1171953338	DEFB123	BRAF~DEFB123	108	77	90	106	141	109	116	136	128	117	57	112	179
DG0000269	GIpairs	Wildtype	1033390638	BRAF	1171954487	DEFB123	BRAF~DEFB123	35	23	81	70	65	27	77	114	16	37	66	91	151
DG0000270	GIpairs	Wildtype	1033390638	BRAF	1171954485	DEFB123	BRAF~DEFB123	7	28	16	43	48	29	67	77	21	24	46	73	97
DG0000271	GIpairs	Wildtype	1033390638	BRAF	1171954488	DEFB123	BRAF~DEFB123	28	13	56	56	54	30	43	101	16	51	36	104	179
DG0000272	GIpairs	Wildtype	1033390638	BRAF	1171953338	DEFB123	BRAF~DEFB123	22	34	38	25	31	44	49	68	34	26	33	52	88
DG0000273	GIpairs	Wildtype	1167699490	KLK12	1171954487	DEFB123	KLK12~DEFB123	64	128	164	104	234	176	226	166	201	118	231	141	190
DG0000274	GIpairs	Wildtype	1167699490	KLK12	1171954485	DEFB123	KLK12~DEFB123	94	58	71	59	136	85	76	61	69	63	83	51	90
DG0000275	GIpairs	Wildtype	1167699490	KLK12	1171954488	DEFB123	KLK12~DEFB123	113	98	93	47	133	87	151	86	121	83	149	78	169
DG0000276	GIpairs	Wildtype	1167699490	KLK12	1171953338	DEFB123	KLK12~DEFB123	98	110	115	65	154	144	123	109	108	138	128	78	130
DG0000277	GIpairs	Wildtype	1058273241	CYLC2	1171954487	DEFB123	CYLC2~DEFB123	67	69	99	58	124	118	139	102	87	112	151	75	120
DG0000278	GIpairs	Wildtype	1058273241	CYLC2	1171954485	DEFB123	CYLC2~DEFB123	92	53	121	57	136	89	103	58	93	40	83	59	102
DG0000279	GIpairs	Wildtype	1058273241	CYLC2	1171954488	DEFB123	CYLC2~DEFB123	191	123	189	117	235	133	214	174	203	143	252	152	242
DG0000280	GIpairs	Wildtype	1058273241	CYLC2	1171953338	DEFB123	CYLC2~DEFB123	140	163	132	55	208	175	201	145	109	147	166	130	158
DG0000281	GIpairs	Wildtype	979584041	ADAD1	1171954487	DEFB123	ADAD1~DEFB123	106	67	74	49	136	108	150	82	114	164	92	80	114
DG0000282	GIpairs	Wildtype	979584041	ADAD1	1171954485	DEFB123	ADAD1~DEFB123	106	85	88	44	129	116	110	68	93	118	74	68	111
DG0000283	GIpairs	Wildtype	979584041	ADAD1	1171954488	DEFB123	ADAD1~DEFB123	52	63	53	41	114	66	93	70	109	72	90	67	105
DG0000284	GIpairs	Wildtype	979584041	ADAD1	1171953338	DEFB123	ADAD1~DEFB123	107	71	155	80	173	158	199	99	115	133	246	79	121
DG0000285	GIpairs	Wildtype	1058273326	CYLC2	1171954487	DEFB123	CYLC2~DEFB123	87	107	79	46	123	89	181	94	73	117	156	70	83
DG0000286	GIpairs	Wildtype	1058273326	CYLC2	1171954485	DEFB123	CYLC2~DEFB123	77	53	93	26	116	91	119	71	60	118	128	45	76
DG0000287	GIpairs	Wildtype	1058273326	CYLC2	1171954488	DEFB123	CYLC2~DEFB123	66	63	94	67	180	102	171	114	112	67	111	93	139
DG0000288	GIpairs	Wildtype	1058273326	CYLC2	1171953338	DEFB123	CYLC2~DEFB123	64	90	92	65	123	105	120	66	93	99	103	66	61
DG0000289	GIpairs	Wildtype	1167699476	KLK12	1171954487	DEFB123	KLK12~DEFB123	125	57	77	79	145	92	99	83	91	97	123	78	101
DG0000290	GIpairs	Wildtype	1167699476	KLK12	1171954485	DEFB123	KLK12~DEFB123	62	92	86	45	150	71	104	45	77	88	76	62	88
DG0000291	GIpairs	Wildtype	1167699476	KLK12	1171954488	DEFB123	KLK12~DEFB123	60	66	123	89	174	124	168	130	92	111	182	139	206
DG0000292	GIpairs	Wildtype	1167699476	KLK12	1171953338	DEFB123	KLK12~DEFB123	98	102	100	43	141	121	133	94	131	93	114	84	102
DG0000293	GIpairs	Wildtype	979582957	ADAD1	1171954487	DEFB123	ADAD1~DEFB123	109	114	110	84	209	157	226	132	119	136	169	109	159
DG0000294	GIpairs	Wildtype	979582957	ADAD1	1171954485	DEFB123	ADAD1~DEFB123	118	74	88	54	119	101	122	74	77	124	57	51	77
DG0000295	GIpairs	Wildtype	979582957	ADAD1	1171954488	DEFB123	ADAD1~DEFB123	197	132	202	115	258	165	221	206	169	215	309	175	232
DG0000296	GIpairs	Wildtype	979582957	ADAD1	1171953338	DEFB123	ADAD1~DEFB123	95	181	119	127	277	156	235	150	132	225	216	115	177
DG0000297	GIpairs	Wildtype	1033379492	BRAF	1150097638	EFCAB3	BRAF~EFCAB3	61	22	44	46	48	37	35	60	25	49	44	45	207
DG0000298	GIpairs	Wildtype	1033379492	BRAF	1150097929	EFCAB3	BRAF~EFCAB3	34	47	49	69	64	56	63	87	40	53	110	91	100
DG0000299	GIpairs	Wildtype	1033379492	BRAF	1150099115	EFCAB3	BRAF~EFCAB3	26	39	34	73	67	41	42	78	38	29	52	61	116
DG0000300	GIpairs	Wildtype	1033379492	BRAF	1150097935	EFCAB3	BRAF~EFCAB3	68	54	72	56	113	63	94	126	31	83	64	69	136
DG0000301	GIpairs	Wildtype	1033379562	BRAF	1150097638	EFCAB3	BRAF~EFCAB3	32	36	33	25	42	16	44	35	21	31	45	43	112
DG0000302	GIpairs	Wildtype	1033379562	BRAF	1150097929	EFCAB3	BRAF~EFCAB3	85	85	110	65	130	100	112	110	107	81	102	69	126
DG0000303	GIpairs	Wildtype	1033379562	BRAF	1150099115	EFCAB3	BRAF~EFCAB3	160	132	129	94	203	94	188	110	110	162	161	104	177
DG0000304	GIpairs	Wildtype	1033379562	BRAF	1150097935	EFCAB3	BRAF~EFCAB3	96	90	145	65	124	85	147	100	129	86	152	75	126
DG0000305	GIpairs	Wildtype	1033379490	BRAF	1150097638	EFCAB3	BRAF~EFCAB3	20	42	34	62	81	49	84	66	52	65	81	40	161
DG0000306	GIpairs	Wildtype	1033379490	BRAF	1150097929	EFCAB3	BRAF~EFCAB3	39	39	94	92	101	46	92	100	85	70	75	89	115
DG0000307	GIpairs	Wildtype	1033379490	BRAF	1150099115	EFCAB3	BRAF~EFCAB3	33	38	30	51	65	37	83	75	30	62	51	54	92
DG0000308	GIpairs	Wildtype	1033379490	BRAF	1150097935	EFCAB3	BRAF~EFCAB3	61	54	82	64	85	90	105	114	79	56	94	93	136
DG0000309	GIpairs	Wildtype	1033390638	BRAF	1150097638	EFCAB3	BRAF~EFCAB3	12	13	31	28	29	19	34	47	8	44	41	30	115
DG0000310	GIpairs	Wildtype	1033390638	BRAF	1150097929	EFCAB3	BRAF~EFCAB3	64	36	59	65	58	28	65	122	46	12	64	113	142
DG0000311	GIpairs	Wildtype	1033390638	BRAF	1150099115	EFCAB3	BRAF~EFCAB3	57	27	51	108	56	53	104	150	44	50	52	104	218
DG0000312	GIpairs	Wildtype	1033390638	BRAF	1150097935	EFCAB3	BRAF~EFCAB3	27	23	13	41	26	24	49	93	4	30	38	54	74
DG0000313	GIpairs	Wildtype	1167699490	KLK12	1150097638	EFCAB3	KLK12~EFCAB3	45	59	49	36	84	47	83	63	31	42	98	27	127
DG0000314	GIpairs	Wildtype	1167699490	KLK12	1150097929	EFCAB3	KLK12~EFCAB3	105	108	104	90	180	119	184	135	119	100	191	87	141
DG0000315	GIpairs	Wildtype	1167699490	KLK12	1150099115	EFCAB3	KLK12~EFCAB3	113	104	137	82	156	112	128	130	119	155	89	101	150
DG0000316	GIpairs	Wildtype	1167699490	KLK12	1150097935	EFCAB3	KLK12~EFCAB3	170	170	143	80	230	133	187	136	97	120	197	122	163
DG0000317	GIpairs	Wildtype	1058273241	CYLC2	1150097638	EFCAB3	CYLC2~EFCAB3	44	30	63	37	82	71	79	64	41	59	101	80	143
DG0000318	GIpairs	Wildtype	1058273241	CYLC2	1150097929	EFCAB3	CYLC2~EFCAB3	143	161	165	102	240	175	203	148	194	183	208	154	175
DG0000319	GIpairs	Wildtype	1058273241	CYLC2	1150099115	EFCAB3	CYLC2~EFCAB3	85	98	109	75	145	126	210	138	77	128	210	94	158
DG0000320	GIpairs	Wildtype	1058273241	CYLC2	1150097935	EFCAB3	CYLC2~EFCAB3	112	116	163	71	150	138	174	97	142	137	125	94	138
DG0000321	GIpairs	Wildtype	979584041	ADAD1	1150097638	EFCAB3	ADAD1~EFCAB3	65	95	85	61	125	95	122	60	69	59	70	70	184
DG0000322	GIpairs	Wildtype	979584041	ADAD1	1150097929	EFCAB3	ADAD1~EFCAB3	2	14	20	6	21	29	20	18	34	20	37	17	14
DG0000323	GIpairs	Wildtype	979584041	ADAD1	1150099115	EFCAB3	ADAD1~EFCAB3	150	99	140	72	153	139	195	107	99	150	290	87	142
DG0000324	GIpairs	Wildtype	979584041	ADAD1	1150097935	EFCAB3	ADAD1~EFCAB3	121	70	134	61	167	105	172	96	114	131	147	85	133
DG0000325	GIpairs	Wildtype	1058273326	CYLC2	1150097638	EFCAB3	CYLC2~EFCAB3	33	62	100	23	105	70	110	65	67	130	107	39	155
DG0000326	GIpairs	Wildtype	1058273326	CYLC2	1150097929	EFCAB3	CYLC2~EFCAB3	109	117	137	86	175	113	186	125	160	188	185	112	140
DG0000327	GIpairs	Wildtype	1058273326	CYLC2	1150099115	EFCAB3	CYLC2~EFCAB3	109	159	101	54	173	148	160	133	113	164	113	101	137
DG0000328	GIpairs	Wildtype	1058273326	CYLC2	1150097935	EFCAB3	CYLC2~EFCAB3	5	10	6	4	21	21	15	13	30	8	8	15	6
DG0000329	GIpairs	Wildtype	1167699476	KLK12	1150097638	EFCAB3	KLK12~EFCAB3	114	112	82	59	143	109	102	97	130	83	158	72	253
DG0000330	GIpairs	Wildtype	1167699476	KLK12	1150097929	EFCAB3	KLK12~EFCAB3	150	119	142	103	238	115	174	154	212	145	168	99	157
DG0000331	GIpairs	Wildtype	1167699476	KLK12	1150099115	EFCAB3	KLK12~EFCAB3	81	97	129	63	208	135	179	122	146	166	169	105	144
DG0000332	GIpairs	Wildtype	1167699476	KLK12	1150097935	EFCAB3	KLK12~EFCAB3	164	91	65	57	161	143	187	120	123	142	146	94	128
DG0000333	GIpairs	Wildtype	979582957	ADAD1	1150097638	EFCAB3	ADAD1~EFCAB3	107	90	125	36	159	107	86	90	74	105	93	86	117
DG0000334	GIpairs	Wildtype	979582957	ADAD1	1150097929	EFCAB3	ADAD1~EFCAB3	193	179	209	160	298	283	276	211	146	243	281	180	215
DG0000335	GIpairs	Wildtype	979582957	ADAD1	1150099115	EFCAB3	ADAD1~EFCAB3	95	86	143	73	203	119	181	108	134	167	159	125	151
DG0000336	GIpairs	Wildtype	979582957	ADAD1	1150097935	EFCAB3	ADAD1~EFCAB3	124	134	174	106	205	176	201	143	180	210	149	150	147
DG0000337	GIpairs	Wildtype	1033379492	BRAF	932106355	GKN2	BRAF~GKN2	64	55	64	85	85	42	96	109	49	86	63	74	158
DG0000338	GIpairs	Wildtype	1033379492	BRAF	932106410	GKN2	BRAF~GKN2	48	61	75	58	102	76	66	103	66	85	75	72	148
DG0000339	GIpairs	Wildtype	1033379492	BRAF	932106402	GKN2	BRAF~GKN2	44	33	85	67	69	59	84	97	32	70	74	63	128
DG0000340	GIpairs	Wildtype	1033379492	BRAF	932106721	GKN2	BRAF~GKN2	57	60	31	49	62	47	63	74	24	59	65	82	112
DG0000341	GIpairs	Wildtype	1033379562	BRAF	932106355	GKN2	BRAF~GKN2	47	93	106	98	124	77	138	104	103	89	125	65	141
DG0000342	GIpairs	Wildtype	1033379562	BRAF	932106410	GKN2	BRAF~GKN2	84	91	92	48	106	60	90	78	77	40	105	91	104
DG0000343	GIpairs	Wildtype	1033379562	BRAF	932106402	GKN2	BRAF~GKN2	70	64	62	54	128	112	109	88	100	63	109	98	137
DG0000344	GIpairs	Wildtype	1033379562	BRAF	932106721	GKN2	BRAF~GKN2	92	99	98	113	143	110	170	150	108	83	159	103	184
DG0000345	GIpairs	Wildtype	1033379490	BRAF	932106355	GKN2	BRAF~GKN2	60	89	78	123	179	90	138	186	100	118	127	134	269
DG0000346	GIpairs	Wildtype	1033379490	BRAF	932106410	GKN2	BRAF~GKN2	74	68	110	82	145	103	104	145	72	151	71	133	209
DG0000347	GIpairs	Wildtype	1033379490	BRAF	932106402	GKN2	BRAF~GKN2	36	50	76	38	77	61	90	99	51	76	78	87	100
DG0000348	GIpairs	Wildtype	1033379490	BRAF	932106721	GKN2	BRAF~GKN2	57	57	68	46	86	52	61	78	27	74	39	59	121
DG0000349	GIpairs	Wildtype	1033390638	BRAF	932106355	GKN2	BRAF~GKN2	40	21	67	99	53	48	74	134	22	37	59	128	184
DG0000350	GIpairs	Wildtype	1033390638	BRAF	932106410	GKN2	BRAF~GKN2	31	16	62	56	43	26	39	79	16	48	49	53	119
DG0000351	GIpairs	Wildtype	1033390638	BRAF	932106402	GKN2	BRAF~GKN2	14	19	41	56	33	30	42	78	11	11	20	73	96
DG0000352	GIpairs	Wildtype	1033390638	BRAF	932106721	GKN2	BRAF~GKN2	6	11	66	45	41	40	48	83	17	54	28	89	117
DG0000353	GIpairs	Wildtype	1167699490	KLK12	932106355	GKN2	KLK12~GKN2	73	80	87	79	132	130	133	135	87	98	111	118	123
DG0000354	GIpairs	Wildtype	1167699490	KLK12	932106410	GKN2	KLK12~GKN2	109	71	87	75	155	87	147	94	146	96	171	83	117
DG0000355	GIpairs	Wildtype	1167699490	KLK12	932106402	GKN2	KLK12~GKN2	55	67	78	29	94	70	100	85	83	81	78	48	83
DG0000356	GIpairs	Wildtype	1167699490	KLK12	932106721	GKN2	KLK12~GKN2	137	157	98	96	198	110	182	148	105	140	136	66	126
DG0000357	GIpairs	Wildtype	1058273241	CYLC2	932106355	GKN2	CYLC2~GKN2	91	121	115	80	201	110	144	125	134	75	113	132	117
